x,y,z
-10.70,-4.00,-2.81
-10.70,-4.00,-1.62
-10.70,-4.00,-0.43
-10.70,-4.00,0.76
-10.70,-4.00,1.94
-10.70,-4.00,3.13
-10.70,-4.00,4.32
-10.70,-4.00,5.51
-10.70,-4.00,6.70
-10.70,-4.00,7.89
-10.70,-4.00,9.08
-10.70,-4.00,10.30
-10.70,-4.00,11.50
-10.70,-4.00,12.60
-10.70,-4.00,13.80
-10.70,-4.00,15.00
-10.70,-4.00,16.20
-10.70,-4.00,17.40
-10.70,-4.00,18.60
-10.70,-3.00,-18.50
-10.70,-3.00,-17.30
-10.70,-3.00,-16.10
-10.70,-3.00,-14.90
-10.70,-3.00,-13.70
-10.70,-3.00,-12.50
-10.70,-3.00,-11.30
-10.70,-3.00,-10.10
-10.70,-3.00,-8.94
-10.70,-3.00,-7.76
-10.70,-3.00,-6.57
-10.70,-3.00,-5.38
-10.70,-3.00,-4.19
-10.70,-3.00,-3.00
-10.70,-3.00,-1.81
-10.70,-3.00,-0.62
-10.70,-3.00,0.57
-10.70,-3.00,1.76
-10.70,-3.00,2.94
-10.70,-3.00,4.13
-10.70,-3.00,5.32
-10.70,-3.00,6.51
-10.70,-3.00,7.70
-10.70,-3.00,8.89
-10.70,-3.00,10.10
-10.70,-3.00,11.30
-10.70,-3.00,12.50
-10.70,-3.00,13.60
-10.70,-3.00,14.80
-10.70,-3.00,16.00
-10.70,-3.00,17.20
-10.70,-3.00,18.40
-10.70,-2.00,-18.60
-10.70,-2.00,-17.50
-10.70,-2.00,-16.30
-10.70,-2.00,-15.10
-10.70,-2.00,-13.90
-10.70,-2.00,-12.70
-10.70,-2.00,-11.50
-10.70,-2.00,-10.30
-10.70,-2.00,-9.13
-10.70,-2.00,-7.94
-10.70,-2.00,-6.76
-10.70,-2.00,-5.57
-10.70,-2.00,-4.38
-10.70,-2.00,-3.19
-10.70,-2.00,-2.00
-10.70,-2.00,-0.81
-10.70,-2.00,0.38
-10.70,-2.00,1.57
-10.70,-2.00,2.76
-10.70,-2.00,3.94
-10.70,-2.00,5.13
-10.70,-2.00,6.32
-10.70,-2.00,7.51
-10.70,-2.00,8.70
-10.70,-2.00,9.89
-10.70,-2.00,11.10
-10.70,-2.00,12.30
-10.70,-2.00,13.50
-10.70,-2.00,14.60
-10.70,-2.00,15.80
-10.70,-2.00,17.00
-10.70,-2.00,18.20
-10.70,-1.00,-18.80
-10.70,-1.00,-17.60
-10.70,-1.00,-16.50
-10.70,-1.00,-15.30
-10.70,-1.00,-14.10
-10.70,-1.00,-12.90
-10.70,-1.00,-11.70
-10.70,-1.00,-10.50
-10.70,-1.00,-9.32
-10.70,-1.00,-8.13
-10.70,-1.00,-6.94
-10.70,-1.00,-5.76
-10.70,-1.00,-4.57
-10.70,-1.00,-3.38
-10.70,-1.00,-2.19
-10.70,-1.00,-1.00
-10.70,-1.00,0.19
-10.70,-1.00,1.38
-10.70,-1.00,2.57
-10.70,-1.00,3.76
-10.70,-1.00,4.94
-10.70,-1.00,6.13
-10.70,-1.00,7.32
-10.70,-1.00,8.51
-10.70,-1.00,9.70
-10.70,-1.00,10.90
-10.70,-1.00,12.10
-10.70,-1.00,13.30
-10.70,-1.00,14.50
-10.70,-1.00,15.60
-10.70,-1.00,16.80
-10.70,-1.00,18.00
-10.70,0.00,-19.00
-10.70,0.00,-17.80
-10.70,0.00,-16.60
-10.70,0.00,-15.50
-10.70,0.00,-14.30
-10.70,0.00,-13.10
-10.70,0.00,-11.90
-10.70,0.00,-10.70
-10.70,0.00,-9.51
-10.70,0.00,-8.32
-10.70,0.00,-7.13
-10.70,0.00,-5.94
-10.70,0.00,-4.76
-10.70,0.00,-3.57
-10.70,0.00,-2.38
-10.70,0.00,-1.19
-10.70,0.00,0.00
-10.70,0.00,1.19
-10.70,0.00,2.38
-10.70,0.00,3.57
-10.70,0.00,4.76
-10.70,0.00,5.94
-10.70,0.00,7.13
-10.70,0.00,8.32
-10.70,0.00,9.51
-10.70,0.00,10.70
-10.70,0.00,11.90
-10.70,0.00,13.10
-10.70,0.00,14.30
-10.70,0.00,15.50
-10.70,0.00,16.60
-10.70,0.00,17.80
-10.70,1.00,-19.20
-10.70,1.00,-18.00
-10.70,1.00,-16.80
-10.70,1.00,-15.60
-10.70,1.00,-14.50
-10.70,1.00,-13.30
-10.70,1.00,-12.10
-10.70,1.00,-10.90
-10.70,1.00,-9.70
-10.70,1.00,-8.51
-10.70,1.00,-7.32
-10.70,1.00,-6.13
-10.70,1.00,-4.94
-10.70,1.00,-3.76
-10.70,1.00,-2.57
-10.70,1.00,-1.38
-10.70,1.00,-0.19
-10.70,1.00,1.00
-10.70,1.00,2.19
-10.70,1.00,3.38
-10.70,1.00,4.57
-10.70,1.00,5.76
-10.70,1.00,6.94
-10.70,1.00,8.13
-10.70,1.00,9.32
-10.70,1.00,10.50
-10.70,1.00,11.70
-10.70,1.00,12.90
-10.70,1.00,14.10
-10.70,1.00,15.30
-10.70,1.00,16.50
-10.70,1.00,17.60
-10.70,2.00,-19.40
-10.70,2.00,-18.20
-10.70,2.00,-17.00
-10.70,2.00,-15.80
-10.70,2.00,-14.60
-10.70,2.00,-13.50
-10.70,2.00,-12.30
-10.70,2.00,-11.10
-10.70,2.00,-9.89
-10.70,2.00,-8.70
-10.70,2.00,-7.51
-10.70,2.00,-6.32
-10.70,2.00,-5.13
-10.70,2.00,-3.94
-10.70,2.00,-2.76
-10.70,2.00,-1.57
-10.70,2.00,-0.38
-10.70,2.00,0.81
-10.70,2.00,2.00
-10.70,2.00,3.19
-10.70,2.00,4.38
-10.70,2.00,5.57
-10.70,2.00,6.76
-10.70,2.00,7.94
-10.70,2.00,9.13
-10.70,2.00,10.30
-10.70,2.00,11.50
-10.70,2.00,12.70
-10.70,2.00,13.90
-10.70,2.00,15.10
-10.70,2.00,16.30
-10.70,2.00,17.50
-10.70,3.00,-19.60
-10.70,3.00,-18.40
-10.70,3.00,-17.20
-10.70,3.00,-16.00
-10.70,3.00,-14.80
-10.70,3.00,-13.60
-10.70,3.00,-12.50
-10.70,3.00,-11.30
-10.70,3.00,-10.10
-10.70,3.00,-8.89
-10.70,3.00,-7.70
-10.70,3.00,-6.51
-10.70,3.00,-5.32
-10.70,3.00,-4.13
-10.70,3.00,-2.94
-10.70,3.00,-1.76
-10.70,3.00,-0.57
-10.70,3.00,0.62
-10.70,3.00,1.81
-10.70,3.00,3.00
-10.70,3.00,4.19
-10.70,3.00,5.38
-10.70,3.00,6.57
-10.70,3.00,7.76
-10.70,3.00,8.94
-10.70,3.00,10.10
-10.70,3.00,11.30
-10.70,3.00,12.50
-10.70,3.00,13.70
-10.70,3.00,14.90
-10.70,3.00,16.10
-10.70,3.00,17.30
-10.70,4.00,-19.80
-10.70,4.00,-18.60
-10.70,4.00,-17.40
-10.70,4.00,-16.20
-10.70,4.00,-15.00
-10.70,4.00,-13.80
-10.70,4.00,-12.60
-10.70,4.00,-11.50
-10.70,4.00,-10.30
-10.70,4.00,-9.08
-10.70,4.00,-7.89
-10.70,4.00,-6.70
-10.70,4.00,-5.51
-10.70,4.00,-4.32
-10.70,4.00,-3.13
-10.70,4.00,-1.94
-10.70,4.00,-0.76
-10.70,4.00,0.43
-10.70,4.00,1.62
-10.70,4.00,2.81
-10.70,4.00,4.00
-10.70,4.00,5.19
-10.70,4.00,6.38
-10.70,4.00,7.57
-10.70,4.00,8.76
-10.70,4.00,9.94
-10.70,4.00,11.10
-10.70,4.00,12.30
-10.70,4.00,13.50
-10.70,4.00,14.70
-10.70,4.00,15.90
-10.70,4.00,17.10
-10.70,5.00,-20.00
-10.70,5.00,-18.80
-10.70,5.00,-17.60
-10.70,5.00,-16.40
-10.70,5.00,-15.20
-10.70,5.00,-14.00
-10.70,5.00,-12.80
-10.70,5.00,-11.60
-10.70,5.00,-10.50
-10.70,5.00,-9.27
-10.70,5.00,-8.08
-10.70,5.00,-6.89
-10.70,5.00,-5.70
-10.70,5.00,-4.51
-10.70,5.00,-3.32
-10.70,5.00,-2.13
-10.70,5.00,-0.95
-10.70,5.00,0.24
-10.70,5.00,1.43
-10.70,5.00,2.62
-10.70,5.00,3.81
-10.70,5.00,5.00
-10.70,5.00,6.19
-10.70,5.00,7.38
-10.70,5.00,8.57
-10.70,5.00,9.76
-10.70,5.00,10.90
-10.70,5.00,12.10
-10.70,5.00,13.30
-10.70,5.00,14.50
-10.70,5.00,15.70
-10.70,5.00,16.90
-10.70,6.00,-20.20
-10.70,6.00,-19.00
-10.70,6.00,-17.80
-10.70,6.00,-16.60
-10.70,6.00,-15.40
-10.70,6.00,-14.20
-10.70,6.00,-13.00
-10.70,6.00,-11.80
-10.70,6.00,-10.60
-10.70,6.00,-9.46
-10.70,6.00,-8.27
-10.70,6.00,-7.08
-10.70,6.00,-5.89
-10.70,6.00,-4.70
-10.70,6.00,-3.51
-10.70,6.00,-2.32
-10.70,6.00,-1.13
-10.70,6.00,0.06
-10.70,6.00,1.24
-10.70,6.00,2.43
-10.70,6.00,3.62
-10.70,6.00,4.81
-10.70,6.00,6.00
-10.70,6.00,7.19
-10.70,6.00,8.38
-10.70,6.00,9.57
-10.70,6.00,10.80
-10.70,6.00,11.90
-10.70,6.00,13.10
-10.70,6.00,14.30
-10.70,6.00,15.50
-10.70,6.00,16.70
-10.70,7.00,-20.30
-10.70,7.00,-19.20
-10.70,7.00,-18.00
-10.70,7.00,-16.80
-10.70,7.00,-15.60
-10.70,7.00,-14.40
-10.70,7.00,-13.20
-10.70,7.00,-12.00
-10.70,7.00,-10.80
-10.70,7.00,-9.64
-10.70,7.00,-8.46
-10.70,7.00,-7.27
-10.70,7.00,-6.08
-10.70,7.00,-4.89
-10.70,7.00,-3.70
-10.70,7.00,-2.51
-10.70,7.00,-1.32
-10.70,7.00,-0.13
-10.70,7.00,1.06
-10.70,7.00,2.24
-10.70,7.00,3.43
-10.70,7.00,4.62
-10.70,7.00,5.81
-10.70,7.00,7.00
-10.70,7.00,8.19
-10.70,7.00,9.38
-10.70,7.00,10.60
-10.70,7.00,11.80
-10.70,7.00,12.90
-10.70,7.00,14.10
-10.70,7.00,15.30
-10.70,7.00,16.50
-10.70,8.00,-20.50
-10.70,8.00,-19.30
-10.70,8.00,-18.20
-10.70,8.00,-17.00
-10.70,8.00,-15.80
-10.70,8.00,-14.60
-10.70,8.00,-13.40
-10.70,8.00,-12.20
-10.70,8.00,-11.00
-10.70,8.00,-9.83
-10.70,8.00,-8.64
-10.70,8.00,-7.46
-10.70,8.00,-6.27
-10.70,8.00,-5.08
-10.70,8.00,-3.89
-10.70,8.00,-2.70
-10.70,8.00,-1.51
-10.70,8.00,-0.32
-10.70,8.00,0.87
-10.70,8.00,2.06
-10.70,8.00,3.24
-10.70,8.00,4.43
-10.70,8.00,5.62
-10.70,8.00,6.81
-10.70,8.00,8.00
-10.70,8.00,9.19
-10.70,8.00,10.40
-10.70,8.00,11.60
-10.70,8.00,12.80
-10.70,8.00,13.90
-10.70,8.00,15.10
-10.70,8.00,16.30
-10.70,9.00,-20.70
-10.70,9.00,-19.50
-10.70,9.00,-18.30
-10.70,9.00,-17.20
-10.70,9.00,-16.00
-10.70,9.00,-14.80
-10.70,9.00,-13.60
-10.70,9.00,-12.40
-10.70,9.00,-11.20
-10.70,9.00,-10.00
-10.70,9.00,-8.83
-10.70,9.00,-7.64
-10.70,9.00,-6.46
-10.70,9.00,-5.27
-10.70,9.00,-4.08
-10.70,9.00,-2.89
-10.70,9.00,-1.70
-10.70,9.00,-0.51
-10.70,9.00,0.68
-10.70,9.00,1.87
-10.70,9.00,3.06
-10.70,9.00,4.24
-10.70,9.00,5.43
-10.70,9.00,6.62
-10.70,9.00,7.81
-10.70,9.00,9.00
-10.70,9.00,10.20
-10.70,9.00,11.40
-10.70,9.00,12.60
-10.70,9.00,13.80
-10.70,9.00,14.90
-10.70,9.00,16.10
-10.70,10.00,-20.90
-10.70,10.00,-19.70
-10.70,10.00,-18.50
-10.70,10.00,-17.30
-10.70,10.00,-16.20
-10.70,10.00,-15.00
-10.70,10.00,-13.80
-10.70,10.00,-12.60
-10.70,10.00,-11.40
-10.70,10.00,-10.20
-10.70,10.00,-9.02
-10.70,10.00,-7.83
-10.70,10.00,-6.64
-10.70,10.00,-5.46
-10.70,10.00,-4.27
-10.70,10.00,-3.08
-10.70,10.00,-1.89
-10.70,10.00,-0.70
-10.70,10.00,0.49
-10.70,10.00,1.68
-10.70,10.00,2.87
-10.70,10.00,4.06
-10.70,10.00,5.24
-10.70,10.00,6.43
-10.70,10.00,7.62
-10.70,10.00,8.81
-10.70,10.00,10.00
-10.70,10.00,11.20
-10.70,10.00,12.40
-10.70,10.00,13.60
-10.70,10.00,14.80
-10.70,10.00,15.90
-10.70,11.00,-21.10
-10.70,11.00,-19.90
-10.70,11.00,-18.70
-10.70,11.00,-17.50
-10.70,11.00,-16.30
-10.70,11.00,-15.20
-10.70,11.00,-14.00
-10.70,11.00,-12.80
-10.70,11.00,-11.60
-10.70,11.00,-10.40
-10.70,11.00,-9.21
-10.70,11.00,-8.02
-10.70,11.00,-6.83
-10.70,11.00,-5.64
-10.70,11.00,-4.46
-10.70,11.00,-3.27
-10.70,11.00,-2.08
-10.70,11.00,-0.89
-10.70,11.00,0.30
-10.70,11.00,1.49
-10.70,11.00,2.68
-10.70,11.00,3.87
-10.70,11.00,5.06
-10.70,11.00,6.24
-10.70,11.00,7.43
-10.70,11.00,8.62
-10.70,11.00,9.81
-10.70,11.00,11.00
-10.70,11.00,12.20
-10.70,11.00,13.40
-10.70,11.00,14.60
-10.70,11.00,15.80
-10.70,12.00,-21.30
-10.70,12.00,-20.10
-10.70,12.00,-18.90
-10.70,12.00,-17.70
-10.70,12.00,-16.50
-10.70,12.00,-15.30
-10.70,12.00,-14.20
-10.70,12.00,-13.00
-10.70,12.00,-11.80
-10.70,12.00,-10.60
-10.70,12.00,-9.40
-10.70,12.00,-8.21
-10.70,12.00,-7.02
-10.70,12.00,-5.83
-10.70,12.00,-4.64
-10.70,12.00,-3.46
-10.70,12.00,-2.27
-10.70,12.00,-1.08
-10.70,12.00,0.11
-10.70,12.00,1.30
-10.70,12.00,2.49
-10.70,12.00,3.68
-10.70,12.00,4.87
-10.70,12.00,6.06
-10.70,12.00,7.24
-10.70,12.00,8.43
-10.70,12.00,9.62
-10.70,12.00,10.80
-10.70,12.00,12.00
-10.70,12.00,13.20
-10.70,12.00,14.40
-10.70,12.00,15.60
-10.70,13.00,-21.50
-10.70,13.00,-20.30
-10.70,13.00,-19.10
-10.70,13.00,-17.90
-10.70,13.00,-16.70
-10.70,13.00,-15.50
-10.70,13.00,-14.30
-10.70,13.00,-13.20
-10.70,13.00,-12.00
-10.70,13.00,-10.80
-10.70,13.00,-9.59
-10.70,13.00,-8.40
-10.70,13.00,-7.21
-10.70,13.00,-6.02
-10.70,13.00,-4.83
-10.70,13.00,-3.64
-10.70,13.00,-2.46
-10.70,13.00,-1.27
-10.70,13.00,-0.08
-10.70,13.00,1.11
-10.70,13.00,2.30
-10.70,13.00,3.49
-10.70,13.00,4.68
-10.70,13.00,5.87
-10.70,13.00,7.06
-10.70,13.00,8.24
-10.70,13.00,9.43
-10.70,13.00,10.60
-10.70,13.00,11.80
-10.70,13.00,13.00
-10.70,13.00,14.20
-10.70,13.00,15.40
-10.70,14.00,-21.70
-10.70,14.00,-20.50
-10.70,14.00,-19.30
-10.70,14.00,-18.10
-10.70,14.00,-16.90
-10.70,14.00,-15.70
-10.70,14.00,-14.50
-10.70,14.00,-13.30
-10.70,14.00,-12.20
-10.70,14.00,-11.00
-10.70,14.00,-9.78
-10.70,14.00,-8.59
-10.70,14.00,-7.40
-10.70,14.00,-6.21
-10.70,14.00,-5.02
-10.70,14.00,-3.83
-10.70,14.00,-2.64
-10.70,14.00,-1.46
-10.70,14.00,-0.27
-10.70,14.00,0.92
-10.70,14.00,2.11
-10.70,14.00,3.30
-10.70,14.00,4.49
-10.70,14.00,5.68
-10.70,14.00,6.87
-10.70,14.00,8.06
-10.70,14.00,9.24
-10.70,14.00,10.40
-10.70,14.00,11.60
-10.70,14.00,12.80
-10.70,14.00,14.00
-10.70,14.00,15.20
-10.70,15.00,-21.90
-10.70,15.00,-20.70
-10.70,15.00,-19.50
-10.70,15.00,-18.30
-10.70,15.00,-17.10
-10.70,15.00,-15.90
-10.70,15.00,-14.70
-10.70,15.00,-13.50
-10.70,15.00,-12.30
-10.70,15.00,-11.20
-10.70,15.00,-9.97
-10.70,15.00,-8.78
-10.70,15.00,-7.59
-10.70,15.00,-6.40
-10.70,15.00,-5.21
-10.70,15.00,-4.02
-10.70,15.00,-2.83
-10.70,15.00,-1.64
-10.70,15.00,-0.46
-10.70,15.00,0.73
-10.70,15.00,1.92
-10.70,15.00,3.11
-10.70,15.00,4.30
-10.70,15.00,5.49
-10.70,15.00,6.68
-10.70,15.00,7.87
-10.70,15.00,9.06
-10.70,15.00,10.20
-10.70,15.00,11.40
-10.70,15.00,12.60
-10.70,15.00,13.80
-10.70,15.00,15.00
-9.51,-16.00,-16.00
-9.51,-16.00,-14.80
-9.51,-16.00,-13.60
-9.51,-16.00,-12.40
-9.51,-16.00,-11.20
-9.51,-16.00,-10.10
-9.51,-16.00,-8.87
-9.51,-16.00,-7.68
-9.51,-16.00,-6.49
-9.51,-16.00,-5.30
-9.51,-16.00,-4.11
-9.51,-16.00,-2.92
-9.51,-16.00,-1.73
-9.51,-16.00,-0.54
-9.51,-16.00,0.65
-9.51,-16.00,1.83
-9.51,-16.00,3.02
-9.51,-16.00,4.21
-9.51,-16.00,5.40
-9.51,-16.00,6.59
-9.51,-16.00,7.78
-9.51,-16.00,8.97
-9.51,-16.00,10.20
-9.51,-16.00,11.30
-9.51,-16.00,12.50
-9.51,-16.00,13.70
-9.51,-16.00,14.90
-9.51,-16.00,16.10
-9.51,-16.00,17.30
-9.51,-16.00,18.50
-9.51,-16.00,19.70
-9.51,-16.00,20.90
-9.51,-15.00,-16.20
-9.51,-15.00,-15.00
-9.51,-15.00,-13.80
-9.51,-15.00,-12.60
-9.51,-15.00,-11.40
-9.51,-15.00,-10.20
-9.51,-15.00,-9.06
-9.51,-15.00,-7.87
-9.51,-15.00,-6.68
-9.51,-15.00,-5.49
-9.51,-15.00,-4.30
-9.51,-15.00,-3.11
-9.51,-15.00,-1.92
-9.51,-15.00,-0.73
-9.51,-15.00,0.46
-9.51,-15.00,1.64
-9.51,-15.00,2.83
-9.51,-15.00,4.02
-9.51,-15.00,5.21
-9.51,-15.00,6.40
-9.51,-15.00,7.59
-9.51,-15.00,8.78
-9.51,-15.00,9.97
-9.51,-15.00,11.20
-9.51,-15.00,12.30
-9.51,-15.00,13.50
-9.51,-15.00,14.70
-9.51,-15.00,15.90
-9.51,-15.00,17.10
-9.51,-15.00,18.30
-9.51,-15.00,19.50
-9.51,-15.00,20.70
-9.51,-14.00,-16.40
-9.51,-14.00,-15.20
-9.51,-14.00,-14.00
-9.51,-14.00,-12.80
-9.51,-14.00,-11.60
-9.51,-14.00,-10.40
-9.51,-14.00,-9.24
-9.51,-14.00,-8.06
-9.51,-14.00,-6.87
-9.51,-14.00,-5.68
-9.51,-14.00,-4.49
-9.51,-14.00,-3.30
-9.51,-14.00,-2.11
-9.51,-14.00,-0.92
-9.51,-14.00,0.27
-9.51,-14.00,1.46
-9.51,-14.00,2.64
-9.51,-14.00,3.83
-9.51,-14.00,5.02
-9.51,-14.00,6.21
-9.51,-14.00,7.40
-9.51,-14.00,8.59
-9.51,-14.00,9.78
-9.51,-14.00,11.00
-9.51,-14.00,12.20
-9.51,-14.00,13.30
-9.51,-14.00,14.50
-9.51,-14.00,15.70
-9.51,-14.00,16.90
-9.51,-14.00,18.10
-9.51,-14.00,19.30
-9.51,-14.00,20.50
-9.51,-13.00,-16.60
-9.51,-13.00,-15.40
-9.51,-13.00,-14.20
-9.51,-13.00,-13.00
-9.51,-13.00,-11.80
-9.51,-13.00,-10.60
-9.51,-13.00,-9.43
-9.51,-13.00,-8.24
-9.51,-13.00,-7.06
-9.51,-13.00,-5.87
-9.51,-13.00,-4.68
-9.51,-13.00,-3.49
-9.51,-13.00,-2.30
-9.51,-13.00,-1.11
-9.51,-13.00,0.08
-9.51,-13.00,1.27
-9.51,-13.00,2.46
-9.51,-13.00,3.64
-9.51,-13.00,4.83
-9.51,-13.00,6.02
-9.51,-13.00,7.21
-9.51,-13.00,8.40
-9.51,-13.00,9.59
-9.51,-13.00,10.80
-9.51,-13.00,12.00
-9.51,-13.00,13.20
-9.51,-13.00,14.30
-9.51,-13.00,15.50
-9.51,-13.00,16.70
-9.51,-13.00,17.90
-9.51,-13.00,19.10
-9.51,-13.00,20.30
-9.51,-12.00,-16.80
-9.51,-12.00,-15.60
-9.51,-12.00,-14.40
-9.51,-12.00,-13.20
-9.51,-12.00,-12.00
-9.51,-12.00,-10.80
-9.51,-12.00,-9.62
-9.51,-12.00,-8.43
-9.51,-12.00,-7.24
-9.51,-12.00,-6.06
-9.51,-12.00,-4.87
-9.51,-12.00,-3.68
-9.51,-12.00,-2.49
-9.51,-12.00,-1.30
-9.51,-12.00,-0.11
-9.51,-12.00,1.08
-9.51,-12.00,2.27
-9.51,-12.00,3.46
-9.51,-12.00,4.64
-9.51,-12.00,5.83
-9.51,-12.00,7.02
-9.51,-12.00,8.21
-9.51,-12.00,9.40
-9.51,-12.00,10.60
-9.51,-12.00,11.80
-9.51,-12.00,13.00
-9.51,-12.00,14.20
-9.51,-12.00,15.30
-9.51,-12.00,16.50
-9.51,-12.00,17.70
-9.51,-12.00,18.90
-9.51,-12.00,20.10
-9.51,-11.00,-16.90
-9.51,-11.00,-15.80
-9.51,-11.00,-14.60
-9.51,-11.00,-13.40
-9.51,-11.00,-12.20
-9.51,-11.00,-11.00
-9.51,-11.00,-9.81
-9.51,-11.00,-8.62
-9.51,-11.00,-7.43
-9.51,-11.00,-6.24
-9.51,-11.00,-5.06
-9.51,-11.00,-3.87
-9.51,-11.00,-2.68
-9.51,-11.00,-1.49
-9.51,-11.00,-0.30
-9.51,-11.00,0.89
-9.51,-11.00,2.08
-9.51,-11.00,3.27
-9.51,-11.00,4.46
-9.51,-11.00,5.64
-9.51,-11.00,6.83
-9.51,-11.00,8.02
-9.51,-11.00,9.21
-9.51,-11.00,10.40
-9.51,-11.00,11.60
-9.51,-11.00,12.80
-9.51,-11.00,14.00
-9.51,-11.00,15.20
-9.51,-11.00,16.30
-9.51,-11.00,17.50
-9.51,-11.00,18.70
-9.51,-11.00,19.90
-9.51,-10.00,-17.10
-9.51,-10.00,-15.90
-9.51,-10.00,-14.80
-9.51,-10.00,-13.60
-9.51,-10.00,-12.40
-9.51,-10.00,-11.20
-9.51,-10.00,-10.00
-9.51,-10.00,-8.81
-9.51,-10.00,-7.62
-9.51,-10.00,-6.43
-9.51,-10.00,-5.24
-9.51,-10.00,-4.06
-9.51,-10.00,-2.87
-9.51,-10.00,-1.68
-9.51,-10.00,-0.49
-9.51,-10.00,0.70
-9.51,-10.00,1.89
-9.51,-10.00,3.08
-9.51,-10.00,4.27
-9.51,-10.00,5.46
-9.51,-10.00,6.64
-9.51,-10.00,7.83
-9.51,-10.00,9.02
-9.51,-10.00,10.20
-9.51,-10.00,11.40
-9.51,-10.00,12.60
-9.51,-10.00,13.80
-9.51,-10.00,15.00
-9.51,-10.00,16.20
-9.51,-10.00,17.30
-9.51,-10.00,18.50
-9.51,-10.00,19.70
-9.51,-9.00,-17.30
-9.51,-9.00,-16.10
-9.51,-9.00,-14.90
-9.51,-9.00,-13.80
-9.51,-9.00,-12.60
-9.51,-9.00,-11.40
-9.51,-9.00,-10.20
-9.51,-9.00,-9.00
-9.51,-9.00,-7.81
-9.51,-9.00,-6.62
-9.51,-9.00,-5.43
-9.51,-9.00,-4.24
-9.51,-9.00,-3.06
-9.51,-9.00,-1.87
-9.51,-9.00,-0.68
-9.51,-9.00,0.51
-9.51,-9.00,1.70
-9.51,-9.00,2.89
-9.51,-9.00,4.08
-9.51,-9.00,5.27
-9.51,-9.00,6.46
-9.51,-9.00,7.64
-9.51,-9.00,8.83
-9.51,-9.00,10.00
-9.51,-9.00,11.20
-9.51,-9.00,12.40
-9.51,-9.00,13.60
-9.51,-9.00,14.80
-9.51,-9.00,16.00
-9.51,-9.00,17.20
-9.51,-9.00,18.30
-9.51,-9.00,19.50
-9.51,-8.00,-17.50
-9.51,-8.00,-16.30
-9.51,-8.00,-15.10
-9.51,-8.00,-13.90
-9.51,-8.00,-12.80
-9.51,-8.00,-11.60
-9.51,-8.00,-10.40
-9.51,-8.00,-9.19
-9.51,-8.00,-8.00
-9.51,-8.00,-6.81
-9.51,-8.00,-5.62
-9.51,-8.00,-4.43
-9.51,-8.00,-3.24
-9.51,-8.00,-2.06
-9.51,-8.00,-0.87
-9.51,-8.00,0.32
-9.51,-8.00,1.51
-9.51,-8.00,2.70
-9.51,-8.00,3.89
-9.51,-8.00,5.08
-9.51,-8.00,6.27
-9.51,-8.00,7.46
-9.51,-8.00,8.64
-9.51,-8.00,9.83
-9.51,-8.00,11.00
-9.51,-8.00,12.20
-9.51,-8.00,13.40
-9.51,-8.00,14.60
-9.51,-8.00,15.80
-9.51,-8.00,17.00
-9.51,-8.00,18.20
-9.51,-8.00,19.30
-9.51,-7.00,-17.70
-9.51,-7.00,-16.50
-9.51,-7.00,-15.30
-9.51,-7.00,-14.10
-9.51,-7.00,-12.90
-9.51,-7.00,-11.80
-9.51,-7.00,-10.60
-9.51,-7.00,-9.38
-9.51,-7.00,-8.19
-9.51,-7.00,-7.00
-9.51,-7.00,-5.81
-9.51,-7.00,-4.62
-9.51,-7.00,-3.43
-9.51,-7.00,-2.24
-9.51,-7.00,-1.06
-9.51,-7.00,0.13
-9.51,-7.00,1.32
-9.51,-7.00,2.51
-9.51,-7.00,3.70
-9.51,-7.00,4.89
-9.51,-7.00,6.08
-9.51,-7.00,7.27
-9.51,-7.00,8.46
-9.51,-7.00,9.64
-9.51,-7.00,10.80
-9.51,-7.00,12.00
-9.51,-7.00,13.20
-9.51,-7.00,14.40
-9.51,-7.00,15.60
-9.51,-7.00,16.80
-9.51,-7.00,18.00
-9.51,-7.00,19.20
-9.51,-6.00,-17.90
-9.51,-6.00,-16.70
-9.51,-6.00,-15.50
-9.51,-6.00,-14.30
-9.51,-6.00,-13.10
-9.51,-6.00,-11.90
-9.51,-6.00,-10.80
-9.51,-6.00,-9.57
-9.51,-6.00,-8.38
-9.51,-6.00,-7.19
-9.51,-6.00,-6.00
-9.51,-6.00,-4.81
-9.51,-6.00,-3.62
-9.51,-6.00,-2.43
-9.51,-6.00,-1.24
-9.51,-6.00,-0.06
-9.51,-6.00,1.13
-9.51,-6.00,2.32
-9.51,-6.00,3.51
-9.51,-6.00,4.70
-9.51,-6.00,5.89
-9.51,-6.00,7.08
-9.51,-6.00,8.27
-9.51,-6.00,9.46
-9.51,-6.00,10.60
-9.51,-6.00,11.80
-9.51,-6.00,13.00
-9.51,-6.00,14.20
-9.51,-6.00,15.40
-9.51,-6.00,16.60
-9.51,-6.00,17.80
-9.51,-6.00,19.00
-9.51,-5.00,-18.10
-9.51,-5.00,-16.90
-9.51,-5.00,-15.70
-9.51,-5.00,-14.50
-9.51,-5.00,-13.30
-9.51,-5.00,-12.10
-9.51,-5.00,-10.90
-9.51,-5.00,-9.76
-9.51,-5.00,-8.57
-9.51,-5.00,-7.38
-9.51,-5.00,-6.19
-9.51,-5.00,-5.00
-9.51,-5.00,-3.81
-9.51,-5.00,-2.62
-9.51,-5.00,-1.43
-9.51,-5.00,-0.24
-9.51,-5.00,0.95
-9.51,-5.00,2.13
-9.51,-5.00,3.32
-9.51,-5.00,4.51
